srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.8,51883,149.171.126.0,58002,tcp,FIN,0.114294,2646,25564,31,29,7,15,-,180796.8906,1748683.25,42,44,255,255,4068962531,4171841971,63,581,0,0,145.927967,141.47587,1424250325,1424250325,2.779366,2.645372,0.000687,0.000539,0.000148,0,0,,, ,10,7,4,5,1,1,2,,0
59.166.0.9,31582,149.171.126.6,22,tcp,FIN,0.545998,3728,5474,31,29,7,7,ssh,52923.27344,76864.75,32,24,255,255,2043571866,2043826002,117,228,0,0,1301.8019,41.469918,1424250325,1424250325,17.612839,23.700609,0.00073,0.000582,0.000148,0,0,,, ,1,2,2,1,1,1,1,,0
59.166.0.8,51478,149.171.126.4,30205,tcp,FIN,0.302082,4238,66846,31,29,7,30,-,110698.4219,1746360.25,72,74,255,255,1983571837,1983810898,59,903,0,0,275.164282,272.660344,1424250324,1424250325,4.244859,4.131178,0.000977,0.0005,0.000477,0,0,,, ,10,8,1,5,1,1,1,,0
59.166.0.1,8673,149.171.126.5,6376,tcp,FIN,0.053655,2646,25564,31,29,7,15,-,385127.2188,3724983.75,42,44,255,255,136092582,2323298988,63,581,0,0,77.790064,76.313818,1424250325,1424250325,1.300756,1.235,0.00067,0.000546,0.000124,0,0,,, ,9,8,2,3,1,1,4,,0
59.166.0.2,14664,149.171.126.5,13396,tcp,FIN,0.019909,2542,22128,31,29,7,14,-,996132.375,8680295,40,42,255,255,2581474822,436401218,64,527,0,0,36.272512,35.219759,1424250325,1424250325,0.50241,0.470805,0.000721,0.000596,0.000125,0,0,,, ,3,8,2,2,1,1,2,,0
59.166.0.1,42586,149.171.126.7,53056,tcp,FIN,0.062166,2542,22128,31,29,7,14,-,319016.8125,2779911.75,40,42,255,255,2285669825,136356220,64,527,0,0,0,94.11407,1424250325,1424250325,1.586077,1.501463,0.000747,0.000602,0.000145,0,0,,, ,9,5,2,3,1,1,1,,0
59.166.0.3,12066,149.171.126.3,8484,tcp,FIN,0.018052,2542,22128,31,29,7,14,-,1098604,9573233,40,42,255,255,316089173,316367483,64,527,0,0,27.468697,26.419478,1424250325,1424250325,0.454077,0.425805,0.000729,0.000589,0.00014,0,0,,, ,12,3,1,3,1,1,3,,0
10.40.182.1,0,10.40.182.3,0,arp,CON,48.428329,56,92,0,0,0,0,-,4.625392,7.598858,2,2,0,0,0,0,28,46,0,0,0,13.917947,1424250277,1424250325,48427.376,48427.312,0,0,0,0,0,,, ,1,1,1,1,1,1,1,,0
59.166.0.2,16224,149.171.126.0,14285,tcp,FIN,0.021919,2750,25460,31,29,7,15,-,981066.625,9071216,44,42,255,255,436091196,2598535310,63,606,0,0,36.19304,1.014607,1424250325,1424250325,0.502442,0.520854,0.000704,0.000558,0.000146,0,0,,, ,3,7,4,2,1,1,1,,0
59.166.0.8,51026,149.171.126.0,57188,tcp,FIN,0.215841,4862,82782,31,29,7,36,-,178094.0625,3032602.75,84,86,255,255,1983575307,2167215468,58,963,0,0,206.761946,205.186433,1424250325,1424250325,2.628,2.533682,0.000603,0.000474,0.000129,0,0,,, ,10,7,4,5,1,1,2,,0
59.166.0.1,41216,149.171.126.2,53,udp,CON,0.001013,146,178,31,29,0,0,dns,576505.4375,702862.75,2,2,0,0,0,0,73,89,0,0,0,0,1424250325,1424250325,0.006,0.006,0,0,0,0,0,,, ,3,3,2,3,1,1,3,,0
59.166.0.0,39224,149.171.126.0,53,udp,CON,0.001058,130,162,31,29,0,0,dns,491493.375,612476.375,2,2,0,0,0,0,65,81,0,0,0,0,1424250325,1424250325,0.01,0.007,0,0,0,0,0,,, ,2,3,4,1,1,1,1,,0
175.45.176.1,59934,149.171.126.17,111,tcp,FIN,0.638938,564,354,254,252,2,1,-,6360.554688,3881.440674,10,8,255,255,1315705516,4137234970,56,44,0,0,5375.283134,136.468797,1424250324,1424250325,70.428111,88.897289,0.031318,0.01665,0.014668,0,1,,, ,1,1,1,2,1,1,1, Reconnaissance ,1
175.45.176.1,5708,149.171.126.13,9850,tcp,FIN,0.258124,1302,1012,62,252,2,2,http,36323.62891,27459.67188,10,8,255,255,3920605266,1205692944,130,127,1,109,1396.395557,46.743992,1424250325,1424250325,28.652,33.433715,0.040555,0.024082,0.016473,0,1,1,, ,1,1,1,2,1,1,1,DoS,1
59.166.0.3,28536,149.171.126.2,6881,tcp,FIN,3.970687,23184,1094788,31,29,38,390,-,46597.48047,2203171.5,410,858,255,255,663579211,2817111848,57,1276,0,0,4269.388991,2950.182175,1424250322,1424250326,9.707523,4.638115,0.000572,0.000457,0.000115,0,0,,, ,12,9,3,1,1,1,4,,0
59.166.0.1,13072,149.171.126.4,80,tcp,FIN,1.006914,1684,10168,31,29,3,5,http,12426.08594,76304.42969,14,18,255,255,2405674226,2406655980,120,565,1,3924,8766.284238,7675.515522,1424250325,1424250326,77.423231,59.199353,0.000646,0.00052,0.000126,0,0,1,, ,1,2,5,1,1,1,2,,0
59.166.0.5,20850,149.171.126.4,62608,udp,CON,0.00461,536,304,31,29,0,0,-,697613.875,395661.5938,4,4,0,0,0,0,134,76,0,0,0.596092,1.672072,1424250326,1424250326,0.426,1.185333,0,0,0,0,0,,, ,9,8,5,2,1,1,3,,0
59.166.0.5,63379,149.171.126.4,111,udp,CON,0.007459,568,312,31,29,0,0,-,456897.6875,250971.9688,4,4,0,0,0,0,142,78,0,0,3.011568,2.875567,1424250326,1424250326,2.132,2.035333,0,0,0,0,0,,, ,9,8,5,2,1,1,3,,0
59.166.0.8,30173,149.171.126.7,28639,tcp,FIN,0.004722,3824,2456,31,29,7,7,-,6119441,3930537.75,18,18,255,255,2825678839,680208145,212,136,0,0,12.846804,0.326662,1424250326,1424250326,0.259588,0.245412,0.00068,0.000546,0.000134,0,0,,, ,10,5,2,3,1,1,3,,0
59.166.0.9,62809,149.171.126.7,36123,tcp,FIN,0.163794,4862,82782,31,29,7,36,-,234685.0313,3996239.25,84,86,255,255,2645672685,2698259046,58,963,0,0,102.112712,100.902196,1424250326,1424250326,1.969361,1.920824,0.000649,0.000521,0.000128,0,0,,, ,5,5,2,2,1,1,1,,0
59.166.0.0,25256,149.171.126.2,53,udp,CON,0.001035,130,162,31,29,0,0,dns,502415.4688,626087,2,2,0,0,0,0,65,81,0,0,0,0,1424250326,1424250326,0.01,0.002,0,0,0,0,0,,, ,2,3,3,2,1,1,1,,0
59.166.0.4,29227,149.171.126.2,29453,tcp,FIN,0.015859,2542,22128,31,29,7,14,-,1250520.125,10897030,40,42,255,255,916088468,3065974848,64,527,0,0,23.322929,23.7697,1424250326,1424250326,0.409184,0.38175,0.000711,0.00058,0.000131,0,0,,, ,4,9,3,5,1,1,1,,0
59.166.0.4,30965,149.171.126.6,53,udp,CON,0.00102,146,178,31,29,0,0,dns,572549.0625,698039.25,2,2,0,0,0,0,73,89,0,0,0,0,1424250326,1424250326,0.009,0.003,0,0,0,0,0,,, ,3,1,2,5,2,1,5,,0
59.166.0.4,52141,149.171.126.8,56496,tcp,FIN,0.020958,2646,25564,31,29,7,15,-,985971.9375,9536406,42,44,255,255,916091314,925933876,63,581,0,0,28.950831,26.444746,1424250326,1424250326,0.516175,0.460395,0.001275,0.001157,0.000118,0,0,,, ,4,6,2,5,1,1,1,,0
